6,4,11,12,25,13,34,16,8,7,3,7.19,-11,36.5,w
5,4,12,14,29,15,31,16,8,7,3,7.19,-11,36.5,w
4,3,10,14,29,19,28,13,8,7,3,7.19,-11,36.5,w
4,3,11,13,29,18,32,9,8,7,3,7.19,-11,36.5,w
4,3,16,12,29,18,28,12,8,7,3,7.19,-11,36.5,w
3,4,18,10,23,16,23,12,8,7,3,7.19,-11,36.5,w
4,5,16,9,18,13,18,12,8,10,4,-9.04,-1.52,35.9,w
9,6,19,5,13,11,18,12,8,10,3,-6.97,-8.22,35.6,w
11,10,18,6,12,10,15,12,8,10,3,-5.27,-4.26,36.3,w
12,12,18,3,5,6,15,13,8,10,3,-4.08,-7.29,36.7,w
12,12,20,4,4,3,14,15,8,9,2,-1.86,-11.5,37.3,w
12,12,21,5,5,4,8,18,8,9,2,0.0977,-11.9,39.3,w
12,13,15,5,4,3,7,16,8,9,2,1.29,-12.7,42.3,w
12,11,13,7,5,4,4,16,8,9,2,-1.09,-11.1,41.7,w
12,11,19,7,6,4,4,15,8,8,1,4.02,-18.3,44.4,w
8,10,15,8,7,5,3,14,8,8,1,5.35,-16.6,44.6,w
6,4,14,8,8,5,4,12,8,7,1,7.11,-19.7,41.6,w
6,3,12,8,8,5,3,11,8,7,1,6.48,-12.7,40.6,w
5,3,11,7,8,4,3,9,8,7,1,10.8,-15.8,39,w
6,3,11,5,7,3,3,7,8,7,1,16,-16.4,40.3,w
5,4,11,5,6,4,7,6,8,7,1,5.25,-9.61,43.2,w
5,4,11,4,6,3,7,5,8,7,1,14.3,-14.9,38.4,w
5,4,5,4,4,2,7,5,8,7,1,14.3,-14.9,38.4,w
4,3,6,2,3,2,7,7,8,7,1,14.3,-14.9,38.4,w
4,4,6,2,1,2,8,7,8,7,1,14.3,-14.9,38.4,w
4,3,5,2,1,3,10,6,8,7,1,11.2,-11.7,38.6,w
5,3,5,2,1,4,13,7,8,7,1,12,-11,40.6,w
4,2,3,2,0,4,12,8,8,7,1,12,-11,40.6,w
5,2,3,2,1,5,9,8,8,7,1,12,-11,40.6,w
4,1,2,1,0,5,11,8,8,7,1,12,-11,40.6,w
3,2,2,1,0,5,13,8,8,7,1,11.5,-11.3,39.1,w
4,1,1,1,1,4,13,8,8,7,1,11.5,-11.3,39.1,w
4,1,1,1,1,5,14,9,8,7,1,11.6,-12,38.9,w
5,1,1,1,1,4,11,9,8,7,1,11.2,-11.4,38.9,w
4,1,1,1,1,4,10,9,8,7,1,12,-11.3,38.7,w
3,1,1,1,1,5,11,11,8,7,1,11.7,-11.1,38.5,w
4,0,1,1,1,4,13,11,8,7,1,11.8,-11.7,38.5,w
4,0,1,1,1,4,11,12,8,7,1,11.8,-11.4,38.5,w
5,0,1,1,1,3,9,13,8,7,1,11.6,-11.8,38.8,w
5,0,1,1,1,3,9,11,8,7,1,11.7,-11.4,38.7,w
5,1,1,1,1,4,11,11,8,7,1,11.7,-10.9,38.9,w
4,1,1,1,1,5,12,13,8,7,1,11.8,-11.4,38.8,w
4,1,1,1,1,3,12,13,8,7,1,11.7,-11.1,38.7,w
6,1,1,1,1,3,16,10,8,7,1,11.7,-11.6,38.9,w
5,1,1,1,1,3,15,11,8,7,1,11.4,-11.3,38.6,w
5,1,1,1,1,4,17,10,8,7,1,12,-11.7,38.5,w
4,1,1,1,1,4,17,9,8,7,1,11.8,-11.2,38.8,w
3,1,1,1,1,4,19,10,8,7,1,12,-11.5,38.9,w
3,1,1,1,1,3,17,9,8,7,1,12,-10.9,38.6,w
3,1,1,1,1,2,18,7,8,7,1,11.9,-11.5,38.8,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,7,1,10.4,-16.7,36.9,w
3,3,3,3,3,3,3,3,7,7,1,10.4,-15.6,37.6,w
3,3,3,3,3,3,3,3,7,7,1,11.1,-14,38.1,w
3,3,3,3,3,3,3,3,7,7,1,10.2,-16.4,37.9,w
1,0,0,1,1,1,0,0,7,7,1,10.4,-15.4,37.7,w
1,0,1,1,1,1,0,0,7,7,1,10.7,-15,37.7,w
1,0,0,1,1,1,0,0,7,7,1,10.5,-15.3,37.2,w
1,0,1,1,1,1,0,0,7,7,1,11.1,-15.7,37.2,w
1,0,0,1,1,1,1,0,7,7,1,11.1,-15.6,37.7,w
1,0,0,1,1,1,0,0,7,7,1,10.9,-15.9,38.4,w
1,1,3,1,2,2,1,0,7,7,1,9.34,-11.5,42.2,w
1,2,10,5,2,2,1,0,7,7,1,11.2,-12.3,44.8,w
3,2,16,9,3,4,1,2,7,7,1,12.9,-10.5,42.7,w
4,3,17,9,4,4,4,3,7,7,1,21.1,-28.5,39.3,w
5,4,21,10,5,5,7,4,8,7,2,7.34,-13.9,39,w
5,4,21,14,6,6,7,5,8,7,2,1.91,-19.6,41.6,w
5,5,23,13,6,6,8,6,8,8,2,0.84,-10.2,37.6,w
6,6,24,14,6,6,12,9,8,8,2,7.4,-11.3,34.6,w
6,8,29,15,5,7,12,10,8,8,2,6.39,-8.48,37.7,w
6,7,21,12,5,6,13,10,8,8,2,11,-8.93,37.2,w
5,7,17,10,6,6,13,8,8,8,2,10.1,-8.24,38.2,w
4,7,17,10,8,7,18,9,8,8,2,8.96,-6.64,40.1,w
4,5,14,10,8,6,19,7,8,8,2,8.96,-10.1,39.2,w
5,7,20,9,11,8,19,7,8,7,2,9.16,-11.4,41.1,w
6,7,23,12,12,8,19,6,8,7,3,6.17,-11.5,40.9,w
6,7,28,11,12,8,22,5,8,7,3,6.37,-10.9,38.8,w
6,5,21,13,15,9,29,4,8,7,3,11.9,-8.85,39.5,w
7,5,25,14,14,9,36,6,8,7,4,13.4,-9.84,39.3,w
11,7,26,13,12,10,36,6,8,7,4,15,-8.71,39.5,w
12,7,28,15,14,11,38,8,8,7,4,12.8,-9.22,41.8,w
12,8,33,14,15,12,41,9,8,7,4,11.2,-10,42.4,w
13,7,34,11,13,9,45,9,8,7,4,11.3,-10.1,41.6,w
14,13,33,11,14,10,50,18,8,7,4,11.3,-10.1,41.6,w
15,13,30,11,19,14,50,19,8,7,4,11.3,-10.1,41.6,w
16,14,36,9,25,15,42,18,8,7,4,11.3,-10.1,41.6,w
15,13,34,9,28,15,34,16,8,7,4,11.3,-10.1,41.6,w
12,13,31,10,30,15,35,23,8,7,4,11.3,-10.1,41.6,w
11,13,36,13,36,13,28,19,8,7,4,11.3,-10.1,41.6,w
11,14,34,18,39,15,24,23,8,7,4,11.3,-10.1,41.6,w
9,13,31,18,38,17,26,25,8,9,5,0.938,-3.4,39.6,w
7,7,27,15,37,15,22,18,8,9,5,-3.85,-2.21,39.4,w
7,7,26,15,32,12,16,20,9,9,4,-6.95,2.85,36.6,w
6,8,20,15,24,11,22,22,9,10,4,-7.58,-0.195,36.5,w
6,8,22,13,22,10,22,23,9,10,4,-10.1,2.23,37,w
4,8,23,11,21,10,27,16,9,10,4,-9.67,-3.55,37.2,w
5,8,17,7,10,9,29,29,9,10,4,-9.63,-0.371,37.2,w
5,8,11,5,6,6,26,28,8,9,4,-6.82,-5.84,39.1,w
6,9,11,7,6,5,26,27,8,9,4,4.12,-5.66,42,w
6,9,18,7,8,6,29,24,8,8,4,1.93,-8.07,44.4,w
4,7,17,8,10,7,29,21,8,8,4,6.46,-1.91,42.4,w
4,7,20,9,10,7,26,21,8,8,4,8.01,-4.12,43.1,w
5,7,23,11,13,9,29,21,8,8,4,7.62,-1.58,42.7,w
5,6,23,11,14,10,28,21,8,7,4,11.3,-6.8,43.1,w
4,6,27,11,15,12,26,8,8,7,4,10.2,-2.11,43.6,w
4,4,27,12,16,12,30,6,8,7,4,12.1,-7.38,41.9,w
4,5,29,13,18,13,26,10,8,7,4,11.8,-6.09,43.1,w
5,5,25,13,18,13,22,10,8,7,4,11,-6.88,42.3,w
5,6,27,12,16,11,23,15,8,7,4,10.1,-6.41,44.4,w
4,4,26,12,15,10,20,14,8,7,5,9.02,-6.46,43.9,w
4,5,21,13,20,11,24,15,8,7,5,7.95,-5.66,43.1,w
4,4,21,18,19,14,22,15,8,7,5,8.67,-7.4,43.2,w
4,4,22,19,24,19,20,20,8,8,5,7.09,-9.63,43,w
4,4,24,18,32,22,18,21,8,8,5,2.09,-7.36,43.2,w
4,5,19,16,30,21,18,19,8,9,5,1.41,-6.27,40.8,w
3,5,18,16,29,21,20,18,8,9,5,-0.938,-4.28,39.2,w
3,4,16,16,31,21,22,14,8,9,5,-2.29,-1.89,37.9,w
4,5,18,15,32,22,23,13,8,10,5,-4.67,-0.0977,36.1,w
5,5,17,14,27,23,22,15,8,10,4,-7.32,1.46,36.9,w
5,5,21,11,29,19,19,15,8,10,4,-7.64,2.68,37,w
7,6,19,10,22,13,19,17,8,10,4,-8.63,-4.98,35.7,w
7,6,20,9,14,9,19,21,8,10,3,-12.7,-7.29,36.8,w
6,5,26,9,14,10,18,22,8,10,3,-5.76,-10.4,38.4,w
6,4,24,10,13,9,18,26,8,9,3,-5.61,-10,40.3,w
7,5,24,10,10,9,16,28,8,9,3,0.371,-13.9,40.6,w
7,6,26,12,10,8,16,27,8,8,3,1.13,-11.1,42.5,w
6,7,29,10,7,5,13,25,8,8,3,5.96,-2.15,42.1,w
6,7,25,11,5,4,12,24,8,8,3,8.38,-8.93,43.2,w
4,5,28,11,5,3,13,20,8,8,2,6.88,-4.67,43.3,w
4,6,28,11,4,3,10,19,8,8,2,6.8,-10.5,43.8,w
3,6,23,11,4,3,11,18,8,8,2,3.22,-3.71,42.9,w
3,8,23,10,4,3,10,14,8,8,2,4.26,-4.1,41.6,w
2,9,26,9,3,3,10,16,8,8,2,4.88,-12.6,42.1,w
2,8,25,7,3,3,9,15,8,7,2,5.18,-7.79,40.9,w
2,8,22,7,2,3,6,14,8,7,1,8.48,-11.6,40.4,w
2,8,22,4,3,3,6,17,8,7,1,12.1,-12,36.9,w
3,9,16,3,2,4,5,14,8,7,1,13.2,-13.1,36.5,w
3,9,14,3,3,5,9,10,8,7,1,6.46,-8.83,42.1,w
4,8,14,3,2,4,8,9,8,7,1,11.1,-14.7,39.7,w
4,7,15,3,2,5,9,8,8,7,1,12.6,-8.26,43.3,w
4,5,10,3,3,4,9,6,8,7,1,10.6,-6.02,40.5,w
4,4,6,2,3,4,11,6,8,7,1,11.8,-11.6,39.3,w
4,3,6,2,2,4,11,7,8,7,1,11.8,-11.1,38.2,w
3,2,5,2,2,3,11,4,8,7,1,12,-10.5,38.5,w
3,1,4,1,1,3,12,6,8,7,1,11.7,-9.96,38.5,w
3,1,3,1,1,2,9,7,8,7,1,11.7,-10.8,39.3,w
3,1,2,1,1,2,10,10,8,7,1,11.6,-10.1,39.2,w
2,1,1,0,1,3,8,11,8,7,1,11.8,-10.6,38.8,w
3,1,1,0,1,3,8,11,8,7,1,11.7,-11.3,39.2,w
2,1,1,0,1,2,7,11,8,7,1,11.7,-10.6,39.3,w
2,1,1,0,0,3,7,11,8,7,1,11.9,-10.3,39.2,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,7,1,10.3,-13.7,37.2,w
3,3,3,3,3,3,3,3,7,7,1,10.7,-14.3,38.1,w
3,3,3,3,3,3,3,3,7,7,1,11,-14.7,38.5,w
3,3,3,3,3,3,3,3,7,7,1,11.1,-14.5,38.4,w
5,1,7,2,1,2,8,10,7,7,1,10.7,-14.7,37.9,w
4,1,9,2,1,2,7,8,7,7,1,10.6,-15,38.3,w
5,2,8,2,1,2,7,9,7,7,1,10.1,-14.3,38.1,w
5,1,7,3,1,2,9,10,7,7,1,10.3,-14.3,38.3,w
5,1,7,2,1,3,11,8,7,7,1,10.4,-14.6,38,w
3,1,7,3,1,4,10,9,7,7,1,10.7,-15,37.8,w
4,1,8,5,1,4,12,7,7,7,1,10.5,-14.2,38,w
4,1,8,4,1,5,13,8,7,7,1,10.2,-14.4,38.6,w
3,1,8,4,1,6,13,8,7,7,1,10.1,-14.3,39,w
3,1,9,5,1,5,14,15,8,7,1,10.3,-13.3,40.7,w
2,2,13,6,2,6,12,14,8,7,1,9.38,-9.84,43.5,w
2,5,18,7,3,6,10,12,8,7,1,10.4,-8.22,40,w
2,5,18,8,3,5,8,13,8,7,2,12.9,-19.7,40.2,w
3,5,16,7,4,5,8,12,8,7,2,7.32,-21.6,42.7,w
2,6,17,6,4,5,8,13,8,7,2,4.96,-16.9,42.6,w
2,6,17,7,4,5,11,15,8,8,2,1.6,-12.4,40.7,w
2,6,17,8,4,4,9,18,8,8,2,0.742,-9.98,37.8,w
2,5,17,7,4,5,14,13,8,8,2,3.18,-8.32,36.2,w
3,4,14,7,4,6,17,15,8,8,3,5.63,-8.28,36.6,w
4,2,10,5,5,6,18,17,8,8,3,8.52,-7.91,36.3,w
3,4,15,9,7,7,18,16,8,8,3,7.7,-8.38,37.8,w
3,5,17,12,8,6,22,18,8,8,3,8.16,-7.13,38.8,w
5,4,30,13,8,7,25,21,8,8,3,9.88,-4.8,39.7,w
11,8,33,17,10,6,25,27,8,7,4,10.8,-5.23,40.8,w
11,9,45,17,10,6,29,28,8,7,4,10.1,-2.93,42.1,w
12,9,51,17,11,6,30,26,8,7,4,11.2,-4.63,41.7,w
14,11,50,17,10,6,36,28,8,7,4,10.2,-4.06,41.1,w
14,11,55,20,10,6,40,26,8,7,4,10.3,-6.17,41.7,w
14,10,49,16,14,6,44,26,8,7,4,9.2,-7.54,41.8,w
15,9,51,14,13,6,44,23,8,7,5,9.63,-7.79,42.9,w
14,10,40,16,19,8,40,30,8,7,5,9.06,-4.36,43,w
8,6,37,12,18,9,39,22,8,7,5,10.8,-5.49,43.2,w
7,7,33,14,21,11,39,17,8,7,5,11.2,-4.73,43,w
8,8,31,16,23,12,38,18,8,8,5,5.88,-3.85,42.1,w
7,8,37,19,24,13,34,13,8,8,5,3.26,-3.52,41,w
8,9,33,17,24,15,31,24,8,9,5,-4.32,1.89,38.7,w
9,9,34,18,18,14,31,27,9,9,5,-5.08,2.38,36.3,w
8,10,33,18,18,16,31,30,9,10,5,-6.5,4.28,35.7,w
8,11,35,17,12,13,31,20,9,10,4,-10.4,2.97,36.8,w
11,13,38,15,11,13,27,23,9,10,4,-9.98,3.14,38.1,w
11,13,37,12,8,11,24,23,9,10,4,-12.3,-1.72,38.8,w
11,11,35,10,5,9,21,23,9,10,4,-9.79,2.21,38.9,w
9,12,36,7,4,8,19,23,9,10,4,-8.81,-2.3,41.1,w
10,11,36,7,5,8,18,15,9,9,4,0.723,-4.06,40.5,w
8,11,38,7,5,6,14,15,8,9,4,3.3,-3.63,41.2,w
9,10,39,6,5,6,17,13,8,8,4,1.64,-5.23,42.7,w
8,8,33,8,7,6,16,17,8,8,4,4.92,-4.18,41.2,w
6,7,36,9,8,5,18,15,8,8,4,6.43,-2.6,41.9,w
6,5,33,9,8,5,21,15,8,8,4,11.3,-3.61,41.1,w
6,5,30,10,9,6,22,23,8,8,4,8.87,-3.38,42.3,w
5,2,26,10,10,6,23,23,8,7,4,8.13,-4.88,42.8,w
5,3,28,12,10,5,32,20,8,7,4,7.81,-2.89,42.3,w
6,3,32,10,11,6,39,17,8,7,4,9.36,-5.8,42.7,w
6,2,38,11,10,5,32,18,8,7,4,9.65,-4.94,42.4,w
7,3,39,9,11,5,33,14,8,7,4,10.7,-2.95,41.6,w
7,4,35,8,10,5,36,15,8,7,4,10.7,-2.95,41.6,w
7,5,38,9,10,5,41,18,8,7,4,10.7,-2.95,41.6,w
6,5,42,12,13,8,39,10,8,7,4,10.7,-2.95,41.6,w
7,6,40,10,12,8,43,10,8,7,4,10.7,-2.95,41.6,w
7,6,45,11,13,9,35,10,8,7,4,10.7,-2.95,41.6,w
6,7,40,11,13,8,28,11,8,7,4,10.7,-2.95,41.6,w
5,7,33,11,13,9,30,12,8,7,4,10.7,-2.95,41.6,w
4,8,35,12,10,8,31,13,8,7,4,10.7,-2.95,41.6,w
3,8,33,13,11,10,27,11,8,7,4,10.7,-2.95,41.6,w
3,11,27,13,12,9,18,7,8,7,4,10.7,-2.95,41.6,w
5,13,22,11,9,5,18,8,8,7,4,10.7,-2.95,41.6,w
5,13,21,13,8,5,13,8,8,7,4,10.7,-2.95,41.6,w
5,13,11,10,6,4,11,9,8,7,4,10.7,-2.95,41.6,w
5,15,11,11,6,5,10,8,8,7,4,10.7,-2.95,41.6,w
6,16,8,11,6,3,8,10,8,7,4,10.7,-2.95,41.6,w
6,15,6,10,6,3,7,10,8,7,4,10.7,-2.95,41.6,w
6,16,9,12,7,3,6,10,8,7,4,10.7,-2.95,41.6,w
6,14,11,14,7,3,6,12,8,7,4,10.7,-2.95,41.6,w
4,16,13,16,7,3,6,19,8,7,4,10.7,-2.95,41.6,w
4,16,17,14,7,3,4,19,8,7,4,10.7,-2.95,41.6,w
5,15,20,14,6,3,3,20,8,7,4,10.7,-2.95,41.6,w
4,14,19,13,7,3,4,26,8,7,4,10.7,-2.95,41.6,w
5,13,22,12,7,4,5,23,8,7,4,10.7,-2.95,41.6,w
5,13,22,11,7,9,13,23,8,7,4,10.7,-2.95,41.6,w
5,14,18,8,4,8,14,25,8,7,4,10.7,-2.95,41.6,w
6,13,14,5,3,8,15,27,8,7,4,10.7,-2.95,41.6,w
5,12,13,2,2,8,16,21,8,7,4,10.7,-2.95,41.6,w
5,11,9,2,3,8,16,22,8,7,4,10.7,-2.95,41.6,w
5,11,6,2,2,8,18,21,8,7,1,10.4,-10.9,38.5,w
5,10,6,1,2,7,18,16,8,7,1,11.2,-11.4,36.6,w
5,10,7,2,1,7,21,17,8,7,1,10.7,-10.9,37.8,w
4,10,6,3,1,2,12,21,8,7,1,10.8,-10.2,40,w
4,8,13,6,2,3,12,19,8,7,1,9.9,-9.71,40.9,w
2,8,12,6,2,4,11,16,8,7,1,9.32,-11.2,41,w
4,8,14,5,2,4,10,14,8,7,1,9.53,-11,40.1,w
9,9,14,5,1,4,11,14,8,7,1,10,-11.4,39.5,w
9,13,16,6,1,5,10,15,8,7,1,9.45,-13.5,38.7,w
9,12,18,6,1,5,17,13,8,7,1,10.2,-11.5,39.1,w
9,12,17,5,2,5,15,12,8,7,1,9.96,-11.3,39,w
9,13,17,5,1,5,15,9,8,7,1,9.82,-11.9,39,w
11,11,11,2,1,4,15,10,8,7,1,9.39,-11.5,39,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,7,7,1,11.2,-14.7,36.6,w
3,3,3,3,3,3,3,3,7,7,1,10.5,-15.4,37.2,w
3,3,3,3,3,3,3,3,7,7,1,11.2,-16,37.7,w
3,3,3,3,3,3,3,3,7,7,1,11.3,-15.5,38,w
3,1,2,1,1,2,5,1,7,7,1,10.8,-15.7,37.8,w
4,2,2,2,1,2,4,1,7,7,1,10.1,-14.9,37.8,w
4,2,2,2,1,2,5,2,7,7,1,10.5,-15.4,37.5,w
3,2,2,2,1,2,5,2,7,7,1,10.3,-15.4,37.5,w
3,2,3,2,1,2,5,2,7,7,1,10.6,-14.9,37.7,w
2,2,4,2,1,2,5,2,7,7,1,10.2,-14.9,38.8,w
3,2,5,2,1,1,4,3,7,7,1,9.28,-12.1,40.5,w
4,2,10,3,2,1,4,4,7,7,1,10.8,-15.1,39.9,w
4,5,11,6,4,2,3,4,7,7,1,12.4,-14.2,38,w
3,5,10,5,4,3,3,4,7,7,1,12.8,-17.9,35.4,w
4,5,13,6,6,5,2,5,7,7,1,16,-22.4,38.8,w
4,6,17,6,6,5,2,5,7,7,1,17.3,-21.1,41.7,w
5,6,18,7,8,5,3,6,8,7,1,4.8,-16.1,44.1,w
4,6,18,8,8,5,3,8,8,8,2,-0.918,-11.7,43.6,w
3,6,18,7,9,5,3,8,8,8,2,-0.605,-11.5,42.6,w
3,6,24,8,10,6,4,12,8,8,2,1.11,-11.9,39.5,w
3,5,26,7,8,5,6,12,8,8,2,-0.449,-12.1,38.4,w
3,5,29,9,8,5,6,12,8,8,2,0.215,-6.56,36.4,w
2,5,28,11,7,2,6,12,8,8,2,0.215,-6.56,36.4,w
3,5,30,12,8,3,6,12,8,8,3,8.57,-7.66,36.4,w
4,6,30,10,7,3,10,15,8,8,3,9.36,-6.35,39.4,w
5,6,30,11,7,3,19,15,8,8,3,9.22,-5.63,41,w
5,6,36,12,7,4,24,18,8,7,3,10.9,-4.84,41.9,w
6,6,31,12,6,4,24,18,8,7,3,10.8,-4.71,42.6,w
9,5,37,15,7,5,33,21,8,7,3,11.8,-5.35,42.4,w
10,6,41,17,9,6,35,21,8,7,4,10.9,-2.81,41.2,w
11,6,38,16,9,8,40,28,8,7,4,10.7,-3.03,40.9,w
10,6,40,16,9,7,41,36,8,7,4,9.92,-3.13,40.6,w
8,6,49,18,11,9,39,37,8,7,4,9.82,-3.79,39.4,w
8,9,49,21,14,9,32,44,8,7,5,8.54,-2.56,40.6,w
8,8,47,19,15,9,29,41,8,7,5,8.67,-3.73,42.4,w
6,8,44,22,19,10,30,39,8,7,5,8.46,-2.23,43.2,w
6,8,38,18,21,11,24,41,8,7,5,7.77,-5.55,44,w
6,8,34,13,20,11,24,40,8,8,5,5.08,-3.87,43.7,w
6,9,45,14,20,11,19,35,8,8,5,3.79,-3.2,42.3,w
7,9,40,14,23,13,19,29,8,8,5,1.74,-1.46,41.6,w
8,9,30,12,21,13,16,26,8,9,5,-4.53,1.74,39.4,w
9,6,33,9,19,13,15,19,9,9,5,-4.39,1.54,37.3,w
10,7,34,10,18,12,20,20,9,10,4,-8.93,5.06,37.5,w
9,7,31,7,18,14,25,19,9,10,4,-12.1,2.52,37.6,w
8,6,28,8,16,10,24,19,9,10,4,-9.18,-0.547,37.9,w
7,5,25,8,14,10,26,22,9,10,4,-10.4,-1.58,37.3,w
6,5,17,7,15,9,25,20,9,10,4,-6.93,-0.742,38.7,w
5,5,18,9,12,7,25,19,8,9,4,-1.41,-4.04,39.8,w
5,4,21,10,11,6,31,18,8,9,3,-4.45,-3.24,40.9,w
5,4,19,10,10,5,33,16,8,8,3,1.29,-2.64,41.9,w
5,4,17,9,11,7,32,18,8,8,3,2.58,0.41,41.7,w
6,4,20,9,8,4,25,19,8,8,3,4.9,-6.09,42.8,w
5,5,22,9,8,5,25,15,8,8,4,7.54,-2.91,43.3,w
6,5,25,11,8,5,21,15,8,8,4,8.83,-4.28,43.3,w
6,5,22,10,7,4,28,24,8,8,4,8.83,-4.28,43.3,w
7,4,20,8,9,4,28,22,8,8,4,8.83,-4.28,43.3,w
6,4,19,7,9,4,21,22,8,8,4,8.83,-4.28,43.3,w
6,4,20,8,8,5,21,25,8,8,4,8.83,-4.28,43.3,w
5,4,20,8,9,5,20,22,8,8,4,8.83,-4.28,43.3,w
5,4,19,7,10,6,20,20,8,8,4,8.83,-4.28,43.3,w
5,3,18,8,12,8,18,21,8,7,4,8.91,-5.53,41.5,w
6,5,21,10,11,11,30,20,8,7,4,8.91,-5.53,41.5,w
7,5,25,10,12,11,26,12,8,7,5,8.87,-6.88,43.4,w
6,5,26,13,13,15,26,11,8,7,5,10.7,-5.72,43.4,w
6,5,28,15,13,15,33,15,8,8,5,6.68,-5.2,43.2,w
7,5,27,20,22,22,41,14,8,8,5,6.45,-7.73,42.8,w
7,4,29,20,20,23,36,15,8,8,5,3.57,-4.84,41.8,w
7,5,31,20,20,22,36,15,8,9,5,-1.17,-2.91,41.8,w
7,6,31,20,19,20,35,20,8,9,5,-5.78,1.99,37.7,w
6,4,30,19,20,18,25,21,9,10,4,-6.39,0.859,37.6,w
5,5,28,21,21,18,24,21,9,10,4,-6.91,-0.332,37.3,w
8,9,30,19,17,14,25,29,9,10,4,-9.12,-0.723,37.2,w
7,10,26,19,17,14,21,26,9,10,4,-12.4,5.92,36.2,w
6,11,30,14,9,7,13,27,9,10,4,-12,-0.625,37.4,w
7,14,28,15,10,5,16,27,9,10,3,-12.8,1.33,38.1,w
7,13,28,14,8,4,19,26,9,10,3,-12.7,-0.43,36.7,w
7,16,29,14,7,4,21,20,8,10,3,-10.5,-1.45,40.9,w
6,17,26,11,5,4,25,19,8,9,3,-4.28,-7.13,40.9,w
8,17,25,11,7,5,23,18,8,9,3,-4.67,-5.61,41.9,w
6,18,23,14,7,6,23,10,8,9,2,-0.371,-4.57,38.7,w
